original_id,category,subset,user,assistant,x_position,y_position
99,OCR QA,DoclingMatix,What is the main purpose of the DynaMorph framework?,The main purpose of the DynaMorphism framework is to automate the quantitative analysis of morphodynamic behavior of human cells.,-1.5295701,19.64252
100,OCR QA,DoclingMatix,Q1:,"What is the main topic of the text?
The main topic of the text is the lunch and dinner package available for special events at an InterContinental hotel.",-0.9577445,17.73931
101,OCR QA,DoclingMatix,What is the name of the fund and what is the date of the financial statement provided?,"The name of the fund is Mercator International Opportunity Fund and the date of the financial statement provided is September 30, 2020.",-3.5142593,18.210361
102,OCR QA,DoclingMatix,What hazardous ingredients and their limits are listed in Section II?,Section II of the Material Safety Data Sheet lists two hazardous ingredients: Silver Potassium Cyanide with a limit of 3 Silver Potassium Cyanide (5mg/m) and Diammonium Hydrogen Citrate with a recommended percentage of 16%.,-1.527282,17.49759
103,OCR QA,DoclingMatix,What is the main topic of the document?,The main topic of the document is the Land Rover Discovery 3 Workshop manual.,-2.3261003,18.39049
104,OCR QA,DoclingMatix,What happens when the Solar Generation Fund is insufficient to make payments?,"When the Solar Generation Fund is insufficient to make payments, the authority shall do both of the following: Direct the treasurer to prorate payments based on the number of credits earned by each resource during the quarter ending twelve months prior to the last day of the previous quarter, and direct the treasurer of state to remit money from the Solar Generation Fund to pay for unpaid credits.",-2.4651723,19.005152
105,OCR QA,DoclingMatix,What type of fabric is described in the text?,The fabric described in the text is a shiny satin fabric.,-4.523276,15.443817
106,OCR QA,DoclingMatix,What are the responsibilities of a person allowed to use the Dordick Group equipment?,"The responsibilities include maintaining equipment and area cleanliness, providing necessary supplies for experiments, seeking permission for using supplies, familiarizing with log books, requesting training for equipment use, reporting any damage and not conducting experiments for others without consent.",-1.5367091,18.813587
107,OCR QA,DoclingMatix,When and where was the event mentioned in the document held?,"The event was held on Thursday, April 21, 2011, in Marlborough.",-2.3303423,18.057833
108,OCR QA,DoclingMatix,What is the title of the solution manual available for free download?,"The title of the solution manual available for free download is ""C How To Program 6th Edition Solution Manual.""",-2.1394675,18.376097
109,OCR QA,DoclingMatix,What is the main topic of the document?,"The main topic of the document is the inspection and activation requirements for emergency washing facilities, eye wash stations, and eyewash equipment in the workplace.",-2.3630292,19.395987
110,OCR QA,DoclingMatix,What are the key challenges companies face when trying to keep their Microsoft environments secure and adaptable?,"Companies face several key challenges when trying to keep their Microsoft environments secure and adaptable, including expanding cloud environments, the high rate of Azure AD account compromises, excessive user access, the constant evolution of regulatory compliance, and an increasing number of migrations and mergers and acquisitions.",-1.6529044,19.392685
111,OCR QA,DoclingMatix,Which division does the Geothermal Plant Engineering Design at Rutgers University belong to?,The Geothermal Plant Engineering Design at Rutgers University belongs to the Concord Division.,-2.4107027,16.50055
112,OCR QA,DoclingMatix,What are the steps involved in the Accreditation process for an Institute?,"The steps involved in the Accreditation process for an Institute include Pre-Application, Screening of Institute, Commission Candidacy Review & Decision, Pre-Application Provisionally Approved, Advisor Assigned, Applicant turns End, Advisor Consents, and SUBMITTED!!.",-5.4095883,16.071615
113,OCR QA,DoclingMatix,When was the National EMS Culture of Safety Strategy (NECSS) published?,The final NECSS strategy was published in 2013.,-3.3529801,18.519686
114,OCR QA,DoclingMatix,What is the main topic of this document?,The main topic of this document is Embedded 2D & 3D Machine Vision using SICK AppSpace.,-2.9411347,18.826674
115,OCR QA,DoclingMatix,What is the title and subject matter of the book written by Kenneth Jolly discussed in the text?,"The title of the book is ""Black Liberation in the Midwest: The Struggle in St. Louis, Missouri, 1964-1970"" and it discusses the Black liberation struggle in St. Louis as part of the larger Black liberation movement in the Midwest during the mid- and late 1960s.",-2.1890736,18.415182
116,OCR QA,DoclingMatix,What topics are covered in the ANSYS Workbench Tutorial Release 14?,"The topics covered in the ANSYS Workbench Tutorial Release 14 include solid modeling, stress analysis, conduction/convection heat transfer, thermal stress, vibration, elastic buckling, and geometric/material nonlinearities.",-2.2139513,18.754198
117,OCR QA,DoclingMatix,What type of manuals are available for the 2005 Honda CRF250R?,The text does not provide specific information about any manuals available for the 2005 Honda CRF250R.,-3.2719424,19.08318
118,OCR QA,DoclingMatix,What is the name provided at the beginning of the text?,The name provided at the beginning of the text is Paula.,-2.8656187,16.53646
119,OCR QA,DoclingMatix,"When is the deadline for submitting bids for the Improvement Project II, Additional Financing?",The deadline for submitting bids is on or before 13 November 2017 at 10:00 hours (Cambodia time).,-1.6826456,18.750132
120,OCR QA,DoclingMatix,Who can appoint someone as their proxy to attend and vote at the Extraordinary General Meeting?,The registered holder(s) of ordinary shares in the capital of GDH Guangnan (Holdings) Limited can appoint someone as their proxy to attend and vote at the Extraordinary General Meeting.,-1.482793,18.30256
121,OCR QA,DoclingMatix,What are the three categories of students discussed in this document?,"The three categories of students discussed in this document are able, gifted, and talented pupils.",-1.4262551,19.035845
122,OCR QA,DoclingMatix,What is InfoD-Cafe discussing in this text?,"InfoD-Cafe is discussing the InstaBook Maker, a machine designed for producing single copies or short print runs of bound books on demand. The text provides an overview of how the machine works, including the steps involved in creating a book and who it is intended for.",-2.6542027,19.080572
123,OCR QA,DoclingMatix,Q1:,"The text is a religious service, specifically an Easter Sunday service.",-1.733341,19.370384
124,OCR QA,DoclingMatix,What is the focus of the SSI Open Water Diver course?,"The focus of the SSI Open Water Diver course is to provide high-quality training in Recreational Scuba Diving, from beginner to certification levels.",-2.5386746,18.128016
125,OCR QA,DoclingMatix,What is the purpose of the Grant Feedback Form provided by the Kiwanis Club of Allentown?,"The purpose of the Grant Feedback Form is to evaluate and provide feedback on a funded project, including details on the use of Kiwanis grant funds and the impact on children. It also requires an assessment of the project's success and is a requirement for future grant applications.",-1.9642893,18.426172
126,OCR QA,DoclingMatix,What is the primary focus of Lee Strasberg's method of acting?,The primary focus of Lee Strasberg's method of acting is on a more psychological element to acting — becoming the character from the inside out.,-2.4258876,19.42167
127,OCR QA,DoclingMatix,Q1:,"The text is about the Class Results of the Outback Cuttings $5K Ltd Novice Horse show on March 18, 2021.",-4.8599396,15.642522
128,OCR QA,DoclingMatix,What is the primary focus of the Asx Announcement dated 9 June 2021?,The primary focus of the Asx Announcement dated 9 June 2021 is the RC drilling activities at the Blue Poles deposit and the upcoming drilling at the Side Well Gold Project.,-1.4616601,18.574923
129,OCR QA,DoclingMatix,What is the purpose of this PDF text?,"The purpose of this PDF text is to provide the on-air schedule for Trumbull Community Television, including government meetings and high school events.",-2.0061698,18.075985
130,OCR QA,DoclingMatix,How can someone confirm the fitment of the Banks TorqueTubes for their vehicle?,"To confirm the fitment of the Banks TorqueTubes for their vehicle, someone should consult the guide provided by Sterling.",-2.2746208,19.78703
131,OCR QA,DoclingMatix,What is the title of the document and on what date is the bank reconciliation?,"The title of the document is ""Bank Reconciliation"" and the date is 30/04/21.",-2.6560168,17.990816
132,OCR QA,DoclingMatix,What is the summary of the math problems in this section?,"The math problems in this section involve solving real-world scenarios using multiplication, division, and equal distribution. They include Jillian collecting cans, Drew earning money and splitting it into savings accounts, Tyler organizing toy cars and notebook paper into containers and piles, and Kellen splitting cookies with friends while also reading pages.",-3.1165454,18.33594
133,OCR QA,DoclingMatix,What is the address of the North Carolina State Laboratory of Public Health?,"The address of the North Carolina State Laboratory of Public Health is 4312 District Drive, Raleigh, NC 27699-1918.",-1.6757885,17.211813
